target_pheno_group	phenotype	var.label	name_fixEffect_pThre	sex.group	ai_fix_eff_esti	ai_pvalue2sided	ai_R2	ai_SE	cpd_fix_eff_esti	cpd_pvalue2sided	cpd_R2	cpd_SE	dpw_fix_eff_esti	dpw_pvalue2sided	dpw_R2	dpw_SE	sc_fix_eff_esti	sc_pvalue2sided	sc_R2	sc_SE	si_fix_eff_esti	si_pvalue2sided	si_R2	si_SE	signi.thres.T4
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_males-only	everDrug1	Ever used cocaine	S5	males	-0.0114468	0.259878209637247	0.000596021732075318	0.0101554	-0.00569077	0.584889706076569	0.000173018873352826	0.0104152	0.0198467	0.055526797020388	0.00212944206166839	0.0103561	-0.0287629	0.0126877773638336	0.00420513154433767	0.0115244	0.0338534	0.000965088407600128	0.00609971793364725	0.0102339	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_all-sexes	everDrug1	Ever used cocaine	S6	allSexes	-0.0174635	0.0540532062212038	0.00190559876397374	0.00906065	-0.00732681	0.40708669155265	0.000356426305761091	0.00883617	0.033338	0.000112016420591177	0.00748980627066872	0.00861516	0.000409388	0.966725063816403	9.46261250667596e-07	0.00981261	0.031932	0.000261433838832529	0.00668491269355107	0.00873293	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_females-only	everDrug1	Ever used cocaine	S6	females	-0.0124019	0.224437159782854	0.00130317586436579	0.0102041	-0.0106718	0.307381442269896	0.00094599134395957	0.010451	0.0256496	0.0119666420741081	0.00551369729086102	0.0101921	-0.0267343	0.0224708378112066	0.00479808865778549	0.0116999	0.0374727	0.000269995850148214	0.0115047340110061	0.0102598	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_males-only	everDrug1	Ever used cocaine	S6	males	-0.0124019	0.224437159782854	0.000691020930512173	0.0102041	-0.0106718	0.307381442269896	0.000612703369134097	0.010451	0.0256496	0.0119666420741081	0.00363723828445321	0.0101921	-0.0267343	0.0224708378112066	0.00346831306001903	0.0116999	0.0374727	0.000269995850148214	0.00748812684531391	0.0102598	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_all-sexes	everDrug1	Ever used cocaine	S7	allSexes	-0.0203956	0.0271336552864876	0.00256773231262059	0.00922457	-0.00185356	0.834437960973647	2.25737703484701e-05	0.00886714	0.0323084	0.00014873201789875	0.00712403205055473	0.00850321	-0.00322018	0.744964860169456	5.92434918728071e-05	0.00989835	0.0269393	0.00202504883961072	0.00479712299541852	0.00871799	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_females-only	everDrug1	Ever used cocaine	S7	females	-0.0189701	0.0684957032072505	0.002984117774952	0.0104047	-0.00425338	0.685736546614189	0.000146379749923036	0.010509	0.0288086	0.00408448373557302	0.00704570419135444	0.0100148	-0.0284863	0.0149867701572625	0.00554182812469145	0.0116944	0.0323335	0.00148523648600382	0.00873973225979141	0.0101542	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_males-only	everDrug1	Ever used cocaine	S7	males	-0.0189701	0.0684957032072505	0.00162523290740329	0.0104047	-0.00425338	0.685736546614189	9.82394399054865e-05	0.010509	0.0288086	0.00408448373557302	0.0046419642694815	0.0100148	-0.0284863	0.0149867701572625	0.00395082611674144	0.0116944	0.0323335	0.00148523648600382	0.00551707389415158	0.0101542	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_all-sexes	everDrug1	Ever used cocaine	S8	allSexes	-0.0210057	0.0229305310253086	0.00272122789775485	0.00922872	-0.00232718	0.792189308583823	3.59315620865147e-05	0.00883182	0.0320369	0.000173065506980093	0.00696781029043649	0.00851684	-0.00446915	0.652592387404029	0.000113779364376346	0.00992653	0.0275918	0.00165935134960182	0.00499507928107954	0.00876206	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_females-only	everDrug1	Ever used cocaine	S8	females	-0.0209091	0.044820241837302	0.00361610603803477	0.0104116	-0.00510811	0.626581455705426	0.000211955314581771	0.0104963	0.0290286	0.00365909826209146	0.00721243172296174	0.00997081	-0.0290806	0.0132815025118205	0.00575549481472099	0.0117285	0.0335923	0.00101193457785452	0.00936376124455596	0.0101963	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_males-only	everDrug1	Ever used cocaine	S8	males	-0.0209091	0.044820241837302	0.0019779163683895	0.0104116	-0.00510811	0.626581455705426	0.000144122210032716	0.0104963	0.0290286	0.00365909826209146	0.00460317899773909	0.00997081	-0.0290806	0.0132815025118205	0.00410125041234401	0.0117285	0.0335923	0.00101193457785452	0.00591014815441985	0.0101963	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_all-sexes	everDrug2	Ever used amphetamine	S1	allSexes	-0.0019282	0.824703434818284	2.4378303637933e-05	0.00870421	-0.00115201	0.899470140650492	8.06413692228191e-06	0.00911799	0.00795272	0.380200003281295	0.0003935925697461	0.00906089	-0.00563685	0.526235295841446	0.000204080009456443	0.00889289	0.0122552	0.16759411328664	0.000977055084458422	0.00887792	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_females-only	everDrug2	Ever used amphetamine	S1	females	-0.00167424	0.879455233672032	1.96954066638745e-05	0.0110373	-0.00264796	0.819820969497052	4.53751723266634e-05	0.011623	0.00949477	0.397494706315982	0.000638761219946918	0.0112181	-0.0145711	0.204588343009714	0.00140937089195684	0.0114804	0.0115546	0.298096065243921	0.000964656407157574	0.0111002	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_males-only	everDrug2	Ever used amphetamine	S1	males	-0.00167424	0.879455233672032	1.70397815823026e-05	0.0110373	-0.00264796	0.819820969497052	3.98508620079517e-05	0.011623	0.00949477	0.397494706315982	0.00047779814556337	0.0112181	-0.0145711	0.204588343009714	0.00132547444268399	0.0114804	0.0115546	0.298096065243921	0.00076797094859377	0.0111002	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_all-sexes	everDrug2	Ever used amphetamine	S2	allSexes	-7.79488e-05	0.992980504617437	3.90014149060267e-08	0.00885912	-0.00110017	0.903505067051481	7.35505261889455e-06	0.0090737	0.0106403	0.237973761530474	0.000699519302221023	0.00901434	-0.00662434	0.46469405960333	0.000273933595443995	0.00905878	0.0212434	0.0157872027625487	0.0029844564727923	0.00879426	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_females-only	everDrug2	Ever used amphetamine	S2	females	-0.0049475	0.656289341048864	0.000174215799287315	0.0111144	-0.00356136	0.758927687124834	8.08912354570699e-05	0.0116023	0.0157899	0.158161894844991	0.00171561682106616	0.011182	-0.00902925	0.431591956694499	0.000543581359786306	0.0114772	0.0191601	0.0830891348002983	0.00265386600132745	0.0110474	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_males-only	everDrug2	Ever used amphetamine	S2	males	-0.0049475	0.656289341048864	0.000139200618979869	0.0111144	-0.00356136	0.758927687124834	7.33380534559434e-05	0.0116023	0.0157899	0.158161894844991	0.00135685221148998	0.011182	-0.00902925	0.431591956694499	0.000474617753746326	0.0114772	0.0191601	0.0830891348002983	0.00219464074621508	0.0110474	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_all-sexes	everDrug2	Ever used amphetamine	S3	allSexes	-0.0111816	0.206962415520781	0.0007878429648057	0.00885798	0.0014765	0.870978770860785	1.3326173975917e-05	0.00908987	0.0142393	0.114213847557407	0.00126226437774187	0.00901144	0.00247245	0.786982257005351	3.76255660717996e-05	0.00914831	0.0279576	0.00160170189646786	0.0050570451445107	0.00884909	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_females-only	everDrug2	Ever used amphetamine	S3	females	-0.00352567	0.751902356907949	8.50073296162475e-05	0.0111502	0.00832824	0.470604900248818	0.000454909772436534	0.0115397	0.018973	0.0986388277497801	0.00236494883594301	0.0114803	-0.00454562	0.693147242234982	0.00014006916899789	0.0115174	0.0294698	0.00763620836055349	0.00613320919612987	0.0110297	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_males-only	everDrug2	Ever used amphetamine	S3	males	-0.00352567	0.751902356907949	7.1442782617957e-05	0.0111502	0.00832824	0.470604900248818	0.000389159645052694	0.0115397	0.018973	0.0986388277497801	0.00212231848304164	0.0114803	-0.00454562	0.693147242234982	0.000113766587486415	0.0115174	0.0294698	0.00763620836055349	0.00506694368939056	0.0110297	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_all-sexes	everDrug2	Ever used amphetamine	S4	allSexes	-0.0232256	0.0122458574005127	0.00318697967958357	0.00926441	0.00146722	0.872092606331351	1.33887238257945e-05	0.00911209	0.0306212	0.000606853824668934	0.00594664870997497	0.00891885	0.00712856	0.458124420925892	0.000287333043318596	0.00960639	0.0338917	0.000193517657897257	0.00700053783440717	0.00907797	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_females-only	everDrug2	Ever used amphetamine	S4	females	-0.0177392	0.11704789874568	0.00216168559636594	0.011311	0.0122132	0.28670145830061	0.00104256736218434	0.011459	0.0308754	0.00667349626618874	0.00635347843496014	0.0113637	-0.0015144	0.900713002989619	1.39561117598383e-05	0.0121361	0.0393166	0.000456003334570499	0.010494276984395	0.0111879	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_males-only	everDrug2	Ever used amphetamine	S4	males	-0.0177392	0.11704789874568	0.00152787164931328	0.011311	0.0122132	0.28670145830061	0.000805014979087083	0.011459	0.0308754	0.00667349626618874	0.00574567083123262	0.0113637	-0.0015144	0.900713002989619	1.19158466989821e-05	0.0121361	0.0393166	0.000456003334570499	0.00822323603996656	0.0111879	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_all-sexes	everDrug2	Ever used amphetamine	S5	allSexes	-0.0302819	0.00113706654577897	0.0054316571343482	0.00929367	0.00715697	0.432601929906985	0.000318795668912893	0.00911849	0.0214202	0.0179125281679435	0.00281647690850221	0.00904138	0.00835021	0.400026749916807	0.000380280627880753	0.00992029	0.0475025	1.17582026977313e-07	0.0139749146544126	0.00893901	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_females-only	everDrug2	Ever used amphetamine	S5	females	-0.0275059	0.014082455715283	0.00528499626962958	0.0111884	0.0069686	0.544460226048495	0.000330984733435296	0.0114948	0.0234783	0.0408487742636697	0.00364921407696275	0.0114692	-0.00364581	0.775213252986904	7.41913626425592e-05	0.0127645	0.0500635	9.20823548936574e-06	0.0170074524632157	0.0112441	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_males-only	everDrug2	Ever used amphetamine	S5	males	-0.0275059	0.014082455715283	0.00359720658281797	0.0111884	0.0069686	0.544460226048495	0.000271182862436867	0.0114948	0.0234783	0.0408487742636697	0.00311488679687648	0.0114692	-0.00364581	0.775213252986904	7.06190809442123e-05	0.0127645	0.0500635	9.20823548936574e-06	0.0139433567227246	0.0112441	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_all-sexes	everDrug2	Ever used amphetamine	S6	allSexes	-0.0275106	0.0033079770467442	0.00443899792958564	0.00935525	0.00945203	0.300715953419387	0.00055680869108796	0.00913122	0.0257793	0.0039184764653008	0.00420387383257375	0.00892762	0.00807204	0.425600811720843	0.000345321311966366	0.0101295	0.0499618	2.90979017935987e-08	0.0153615692818079	0.00897613	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_females-only	everDrug2	Ever used amphetamine	S6	females	-0.0295882	0.00858270248903102	0.00607327287991836	0.0112409	0.00524221	0.649704910569843	0.000186895895023134	0.0115397	0.0269711	0.0169367177879332	0.0049915815427072	0.0112797	-0.00526505	0.684486135203656	0.000152368348358195	0.0129541	0.0516504	5.14530654882952e-06	0.0178958822831289	0.0112831	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_males-only	everDrug2	Ever used amphetamine	S6	males	-0.0295882	0.00858270248903102	0.00411122833012912	0.0112409	0.00524221	0.649704910569843	0.000154533804567138	0.0115397	0.0269711	0.0169367177879332	0.00420366049255331	0.0112797	-0.00526505	0.684486135203656	0.000140606504268056	0.0129541	0.0516504	5.14530654882952e-06	0.0148699789246261	0.0112831	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_all-sexes	everDrug2	Ever used amphetamine	S7	allSexes	-0.0226781	0.0174907174941513	0.00297992983789432	0.00953682	0.0133794	0.144158312706085	0.00110402780976103	0.00915783	0.0197792	0.0249983427029741	0.00250627278733564	0.00881857	0.00417828	0.682617751626051	9.36248994355533e-05	0.0102172	0.0411905	4.69265138741491e-06	0.0105273315330544	0.00897577	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_females-only	everDrug2	Ever used amphetamine	S7	females	-0.033087	0.0039644805325139	0.0074327688678133	0.0114644	0.0129946	0.262624904424718	0.00111865865962187	0.0115952	0.0248032	0.0255640971828586	0.00427616697486023	0.0110961	-0.0106349	0.411867153667619	0.000632421916951833	0.0129556	0.046943	2.81964397529275e-05	0.0150832003401547	0.0111707	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_males-only	everDrug2	Ever used amphetamine	S7	males	-0.033087	0.0039644805325139	0.00516786195376684	0.0114644	0.0129946	0.262624904424718	0.000958435947358781	0.0115952	0.0248032	0.0255640971828586	0.00359660439790725	0.0110961	-0.0106349	0.411867153667619	0.000575575638866478	0.0129556	0.046943	2.81964397529275e-05	0.0121552753262212	0.0111707	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_all-sexes	everDrug2	Ever used amphetamine	S8	allSexes	-0.0253473	0.00793791897448351	0.0037193747606407	0.0095397	0.0136511	0.134577144459401	0.00116055940346516	0.00912005	0.0192138	0.029738944509107	0.00235254430090432	0.0088343	0.00279781	0.784841211611456	4.18567986750152e-05	0.0102466	0.0416911	4.01645700322335e-06	0.0107049577888859	0.00902062	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_females-only	everDrug2	Ever used amphetamine	S8	females	-0.0374463	0.00111839473800175	0.00949614699292965	0.0114651	0.0123108	0.288027212937176	0.00100798833558176	0.0115824	0.0240192	0.0299153423839471	0.00404301856627842	0.0110506	-0.011643	0.370375157152789	0.000755378922514338	0.0129933	0.048095	1.93201335522917e-05	0.0157155590762992	0.0112155	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_males-only	everDrug2	Ever used amphetamine	S8	males	-0.0374463	0.00111839473800175	0.00663093581667704	0.0114651	0.0123108	0.288027212937176	0.000874989290410533	0.0115824	0.0240192	0.0299153423839471	0.00329414348594987	0.0110506	-0.011643	0.370375157152789	0.000687161961762019	0.0129933	0.048095	1.93201335522917e-05	0.0126630552017599	0.0112155	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_all-sexes	everDrug3	Ever used inhalants	S1	allSexes	0.00105783	0.81932776492742	2.41860457047007e-05	0.00463075	-0.00678979	0.161923182520264	0.000923404241658041	0.00485302	-0.00239791	0.617250206095851	0.00011795464563559	0.00479755	0.00554386	0.237969687792194	0.000650707487050495	0.00469665	0.00718333	0.125391913967568	0.0011065312020396	0.00468552	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_females-only	everDrug3	Ever used inhalants	S1	females	0.00247611	0.635308667240303	0.00019127977821612	0.00521969	-0.00320732	0.560213143005544	0.000295583166792562	0.00550449	0.00252443	0.634946175276806	0.000200491504734975	0.00531585	-0.000467483	0.931279272298541	6.44127633755421e-06	0.00541997	0.00544496	0.298882730947504	0.000951156271150513	0.00523935	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_males-only	everDrug3	Ever used inhalants	S1	males	0.00247611	0.635308667240303	9.58601456646714e-05	0.00521969	-0.00320732	0.560213143005544	0.000150372729908752	0.00550449	0.00252443	0.634946175276806	8.6870405209769e-05	0.00531585	-0.000467483	0.931279272298541	3.50903698451647e-06	0.00541997	0.00544496	0.298882730947504	0.00043862559238055	0.00523935	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_all-sexes	everDrug3	Ever used inhalants	S2	allSexes	0.00721118	0.124746066891458	0.00110029199469557	0.00469564	-0.00437267	0.366304303689657	0.000382995242183306	0.00483918	0.00472973	0.321628975154507	0.000455615448435324	0.00477109	0.00228221	0.633773173277179	0.000107177855084783	0.00478966	0.00608764	0.189879096831049	0.000807883810661675	0.00464235	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_females-only	everDrug3	Ever used inhalants	S2	females	0.0076563	0.144621598381776	0.00185247980736942	0.00524525	-0.00240492	0.662234993645591	0.000163783689383828	0.00550415	0.0106334	0.0444353720138139	0.00345466154048609	0.00528528	0.00370907	0.493681657796824	0.000407277975874843	0.00541742	0.00216754	0.677852335390433	0.000150805560670822	0.00521685	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_males-only	everDrug3	Ever used inhalants	S2	males	0.0076563	0.144621598381776	0.000857387337396981	0.00524525	-0.00240492	0.662234993645591	8.60138750711798e-05	0.00550415	0.0106334	0.0444353720138139	0.0015826603057887	0.00528528	0.00370907	0.493681657796824	0.00020598723275924	0.00541742	0.00216754	0.677852335390433	7.22390052223289e-05	0.00521685	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_all-sexes	everDrug3	Ever used inhalants	S3	allSexes	-0.00281127	0.550521301057941	0.000164161253119116	0.00470846	-0.0045078	0.354228005650962	0.000409450720865937	0.00486484	0.00219965	0.645383352863498	9.92919403308547e-05	0.00477929	-0.00228077	0.638548453078687	0.000105541867955071	0.00485485	0.00648908	0.16639688875019	0.000898042931338659	0.00468757	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_females-only	everDrug3	Ever used inhalants	S3	females	-0.0021373	0.685826642789124	0.00013870869663006	0.00528231	-0.00167809	0.759386326826552	8.20066304141085e-05	0.00547768	0.00889231	0.101297341035747	0.00230663347946648	0.00542298	-0.00572604	0.292528840218829	0.000986880843552216	0.00543777	0.00560098	0.284129197702472	0.000983696466202371	0.0052271	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_males-only	everDrug3	Ever used inhalants	S3	males	-0.0021373	0.685826642789124	6.75267164992486e-05	0.00528231	-0.00167809	0.759386326826552	4.06369826335899e-05	0.00547768	0.00889231	0.101297341035747	0.00119905016138829	0.00542298	-0.00572604	0.292528840218829	0.00046430873270078	0.00543777	0.00560098	0.284129197702472	0.000470748955117761	0.0052271	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_all-sexes	everDrug3	Ever used inhalants	S4	allSexes	-0.000198443	0.967820549001535	7.66921235688374e-07	0.00491849	-0.00255272	0.598008143773248	0.000133594584648069	0.00484074	0.00812061	0.0858253953742977	0.0013786021910761	0.00472517	0.00201836	0.690098003384346	7.59299302514298e-05	0.00506143	0.00797237	0.099212578635567	0.00127688968306399	0.00483363	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_females-only	everDrug3	Ever used inhalants	S4	females	-0.00669789	0.209175755519197	0.00136835932542623	0.0053308	0.000707432	0.895761307859687	1.55315305364339e-05	0.00539847	0.00619386	0.249249399955656	0.00113529522304004	0.00537342	-0.00555311	0.33201679263826	0.000833211884106329	0.00572239	0.00962601	0.0704049727846783	0.00279314124427375	0.00531598	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_males-only	everDrug3	Ever used inhalants	S4	males	-0.00669789	0.209175755519197	0.000560227539094715	0.0053308	0.000707432	0.895761307859687	6.94678799375628e-06	0.00539847	0.00619386	0.249249399955656	0.000594713703632197	0.00537342	-0.00555311	0.33201679263826	0.000412084119203623	0.00572239	0.00962601	0.0704049727846783	0.00126780682471786	0.00531598	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_all-sexes	everDrug3	Ever used inhalants	S5	allSexes	-0.00629068	0.203655871806061	0.000772671829497645	0.00494718	0.000574012	0.905836454145548	6.75973619739116e-06	0.00485197	0.00881348	0.0662890854743652	0.00157176561631974	0.00479686	0.00215397	0.679275247058508	8.34108396078132e-05	0.00520905	0.00754058	0.114632246845793	0.00116080566848088	0.00477762	0.000714285714285714
